count,as_of_year,county_name,state_name
"135","2017","Rio Arriba County","New Mexico"
"100","2015","Roosevelt County","New Mexico"
"104","2016","Roosevelt County","New Mexico"
"115","2017","Roosevelt County","New Mexico"
"775","2015","San Juan County","New Mexico"
"686","2016","San Juan County","New Mexico"
"802","2017","San Juan County","New Mexico"
"86","2015","San Miguel County","New Mexico"
"90","2016","San Miguel County","New Mexico"
"95","2017","San Miguel County","New Mexico"
"1930","2015","Sandoval County","New Mexico"
"2172","2016","Sandoval County","New Mexico"
"2193","2017","Sandoval County","New Mexico"
"1151","2015","Santa Fe County","New Mexico"
"1251","2016","Santa Fe County","New Mexico"
"1392","2017","Santa Fe County","New Mexico"
"46","2015","Sierra County","New Mexico"
"59","2016","Sierra County","New Mexico"
"90","2017","Sierra County","New Mexico"
"34","2015","Socorro County","New Mexico"
"55","2016","Socorro County","New Mexico"
"52","2017","Socorro County","New Mexico"
"119","2015","Taos County","New Mexico"
"134","2016","Taos County","New Mexico"
"147","2017","Taos County","New Mexico"
"65","2015","Torrance County","New Mexico"
"65","2016","Torrance County","New Mexico"
"85","2017","Torrance County","New Mexico"
"16","2015","Union County","New Mexico"
"10","2016","Union County","New Mexico"
"18","2017","Union County","New Mexico"
"511","2015","Valencia County","New Mexico"
"568","2016","Valencia County","New Mexico"
"626","2017","Valencia County","New Mexico"
"23","2015","","New York"
"38","2016","","New York"
"6","2017","","New York"
"2681","2015","Albany County","New York"
"2923","2016","Albany County","New York"
"2928","2017","Albany County","New York"
"205","2015","Allegany County","New York"
"211","2016","Allegany County","New York"
"234","2017","Allegany County","New York"
"2103","2015","Bronx County","New York"
"2353","2016","Bronx County","New York"
"2327","2017","Bronx County","New York"
"1175","2015","Broome County","New York"
"1219","2016","Broome County","New York"
"1309","2017","Broome County","New York"
"385","2015","Cattaraugus County","New York"
"382","2016","Cattaraugus County","New York"
"384","2017","Cattaraugus County","New York"
"507","2015","Cayuga County","New York"
"565","2016","Cayuga County","New York"
"548","2017","Cayuga County","New York"
"633","2015","Chautauqua County","New York"
"681","2016","Chautauqua County","New York"
"674","2017","Chautauqua County","New York"
"660","2015","Chemung County","New York"
"672","2016","Chemung County","New York"
"716","2017","Chemung County","New York"
"248","2015","Chenango County","New York"
"271","2016","Chenango County","New York"
"280","2017","Chenango County","New York"
"525","2015","Clinton County","New York"
"584","2016","Clinton County","New York"
"543","2017","Clinton County","New York"
"350","2015","Columbia County","New York"
"430","2016","Columbia County","New York"
"479","2017","Columbia County","New York"
"342","2015","Cortland County","New York"
"350","2016","Cortland County","New York"
"337","2017","Cortland County","New York"
"151","2015","Delaware County","New York"
"161","2016","Delaware County","New York"
"226","2017","Delaware County","New York"
"1987","2015","Dutchess County","New York"
"2453","2016","Dutchess County","New York"
"2597","2017","Dutchess County","New York"
"7993","2015","Erie County","New York"
"8573","2016","Erie County","New York"
"8373","2017","Erie County","New York"
"237","2015","Essex County","New York"
"256","2016","Essex County","New York"
"283","2017","Essex County","New York"
"233","2015","Franklin County","New York"
"224","2016","Franklin County","New York"
"245","2017","Franklin County","New York"
"295","2015","Fulton County","New York"
"356","2016","Fulton County","New York"
"358","2017","Fulton County","New York"
"391","2015","Genesee County","New York"
"428","2016","Genesee County","New York"
"397","2017","Genesee County","New York"
"316","2015","Greene County","New York"
"364","2016","Greene County","New York"
"392","2017","Greene County","New York"
"28","2015","Hamilton County","New York"
"26","2016","Hamilton County","New York"
"23","2017","Hamilton County","New York"
"346","2015","Herkimer County","New York"
"413","2016","Herkimer County","New York"
"451","2017","Herkimer County","New York"
"809","2015","Jefferson County","New York"
"848","2016","Jefferson County","New York"
"876","2017","Jefferson County","New York"
"6780","2015","Kings County","New York"
"7077","2016","Kings County","New York"
"7548","2017","Kings County","New York"
"200","2015","Lewis County","New York"
"212","2016","Lewis County","New York"
"196","2017","Lewis County","New York"
"437","2015","Livingston County","New York"
"491","2016","Livingston County","New York"
"465","2017","Livingston County","New York"
"496","2015","Madison County","New York"
"603","2016","Madison County","New York"
"566","2017","Madison County","New York"
"7189","2015","Monroe County","New York"
"7347","2016","Monroe County","New York"
"7524","2017","Monroe County","New York"
"276","2015","Montgomery County","New York"
"285","2016","Montgomery County","New York"
"321","2017","Montgomery County","New York"
"9952","2015","Nassau County","New York"
"11130","2016","Nassau County","New York"
"11324","2017","Nassau County","New York"
"6794","2015","New York County","New York"
"6155","2016","New York County","New York"
"6263","2017","New York County","New York"
"1712","2015","Niagara County","New York"
"1845","2016","Niagara County","New York"
"1987","2017","Niagara County","New York"
"1506","2015","Oneida County","New York"
"1699","2016","Oneida County","New York"
"1758","2017","Oneida County","New York"
"4303","2015","Onondaga County","New York"
"4562","2016","Onondaga County","New York"
"4817","2017","Onondaga County","New York"
"1142","2015","Ontario County","New York"
"1106","2016","Ontario County","New York"
"1163","2017","Ontario County","New York"
"2538","2015","Orange County","New York"
"3227","2016","Orange County","New York"
"3601","2017","Orange County","New York"
"309","2015","Orleans County","New York"
"267","2016","Orleans County","New York"
"278","2017","Orleans County","New York"
"871","2015","Oswego County","New York"
"909","2016","Oswego County","New York"
"960","2017","Oswego County","New York"
"329","2015","Otsego County","New York"
"327","2016","Otsego County","New York"
"310","2017","Otsego County","New York"
"752","2015","Putnam County","New York"
"1002","2016","Putnam County","New York"
"933","2017","Putnam County","New York"
"8565","2015","Queens County","New York"
"9011","2016","Queens County","New York"
"9189","2017","Queens County","New York"
"1251","2015","Rensselaer County","New York"
"1468","2016","Rensselaer County","New York"
"1446","2017","Rensselaer County","New York"
"3086","2015","Richmond County","New York"
"3591","2016","Richmond County","New York"
"3859","2017","Richmond County","New York"
"1979","2015","Rockland County","New York"
"2158","2016","Rockland County","New York"
"2432","2017","Rockland County","New York"
"2685","2015","Saratoga County","New York"
"3015","2016","Saratoga County","New York"
"2933","2017","Saratoga County","New York"
"1388","2015","Schenectady County","New York"
"1649","2016","Schenectady County","New York"
"1626","2017","Schenectady County","New York"
"193","2015","Schoharie County","New York"
"233","2016","Schoharie County","New York"
"238","2017","Schoharie County","New York"
"114","2015","Schuyler County","New York"
"139","2016","Schuyler County","New York"
"136","2017","Schuyler County","New York"
"214","2015","Seneca County","New York"
"235","2016","Seneca County","New York"
"241","2017","Seneca County","New York"
"358","2015","St. Lawrence County","New York"
"414","2016","St. Lawrence County","New York"
"406","2017","St. Lawrence County","New York"
"701","2015","Steuben County","New York"
"691","2016","Steuben County","New York"
"762","2017","Steuben County","New York"
"10269","2015","Suffolk County","New York"
"12572","2016","Suffolk County","New York"
"13001","2017","Suffolk County","New York"
"229","2015","Sullivan County","New York"
"289","2016","Sullivan County","New York"
"364","2017","Sullivan County","New York"
"304","2015","Tioga County","New York"
"349","2016","Tioga County","New York"
"367","2017","Tioga County","New York"
"659","2015","Tompkins County","New York"
"683","2016","Tompkins County","New York"
"646","2017","Tompkins County","New York"
"1005","2015","Ulster County","New York"
"1203","2016","Ulster County","New York"
"1263","2017","Ulster County","New York"
"549","2015","Warren County","New York"
"600","2016","Warren County","New York"
"684","2017","Warren County","New York"
"398","2015","Washington County","New York"
"517","2016","Washington County","New York"
"503","2017","Washington County","New York"
"776","2015","Wayne County","New York"
"790","2016","Wayne County","New York"
"904","2017","Wayne County","New York"
"7540","2015","Westchester County","New York"
"8186","2016","Westchester County","New York"
"8404","2017","Westchester County","New York"
"247","2015","Wyoming County","New York"
"270","2016","Wyoming County","New York"
"243","2017","Wyoming County","New York"
"161","2015","Yates County","New York"
"164","2016","Yates County","New York"
"166","2017","Yates County","New York"
"40","2015","","North Carolina"
"55","2016","","North Carolina"
"41","2017","","North Carolina"
"1685","2015","Alamance County","North Carolina"
"2015","2016","Alamance County","North Carolina"
"2177","2017","Alamance County","North Carolina"
"238","2015","Alexander County","North Carolina"
"264","2016","Alexander County","North Carolina"
"348","2017","Alexander County","North Carolina"
"54","2015","Alleghany County","North Carolina"
"72","2016","Alleghany County","North Carolina"
"82","2017","Alleghany County","North Carolina"
"101","2015","Anson County","North Carolina"
"127","2016","Anson County","North Carolina"
"118","2017","Anson County","North Carolina"
"156","2015","Ashe County","North Carolina"
"202","2016","Ashe County","North Carolina"
"227","2017","Ashe County","North Carolina"
"80","2015","Avery County","North Carolina"
"101","2016","Avery County","North Carolina"
"129","2017","Avery County","North Carolina"
"335","2015","Beaufort County","North Carolina"
"323","2016","Beaufort County","North Carolina"
"396","2017","Beaufort County","North Carolina"
"70","2015","Bertie County","North Carolina"
"86","2016","Bertie County","North Carolina"
"89","2017","Bertie County","North Carolina"
"126","2015","Bladen County","North Carolina"
"142","2016","Bladen County","North Carolina"
"143","2017","Bladen County","North Carolina"
"1856","2015","Brunswick County","North Carolina"
"2210","2016","Brunswick County","North Carolina"
"2673","2017","Brunswick County","North Carolina"
"3130","2015","Buncombe County","North Carolina"
"3409","2016","Buncombe County","North Carolina"
"3286","2017","Buncombe County","North Carolina"
"628","2015","Burke County","North Carolina"
"784","2016","Burke County","North Carolina"
"806","2017","Burke County","North Carolina"
"3229","2015","Cabarrus County","North Carolina"
"3698","2016","Cabarrus County","North Carolina"
"3624","2017","Cabarrus County","North Carolina"
"621","2015","Caldwell County","North Carolina"
"646","2016","Caldwell County","North Carolina"
"680","2017","Caldwell County","North Carolina"
"128","2015","Camden County","North Carolina"
"142","2016","Camden County","North Carolina"
"162","2017","Camden County","North Carolina"
"766","2015","Carteret County","North Carolina"
"812","2016","Carteret County","North Carolina"
"927","2017","Carteret County","North Carolina"
"113","2015","Caswell County","North Carolina"
"115","2016","Caswell County","North Carolina"
"115","2017","Caswell County","North Carolina"
"1510","2015","Catawba County","North Carolina"
"1726","2016","Catawba County","North Carolina"
"1892","2017","Catawba County","North Carolina"
"968","2015","Chatham County","North Carolina"
"1056","2016","Chatham County","North Carolina"
"1299","2017","Chatham County","North Carolina"
"227","2015","Cherokee County","North Carolina"
"311","2016","Cherokee County","North Carolina"
"348","2017","Cherokee County","North Carolina"
"89","2015","Chowan County","North Carolina"
"94","2016","Chowan County","North Carolina"
"121","2017","Chowan County","North Carolina"
"80","2015","Clay County","North Carolina"
"88","2016","Clay County","North Carolina"
"103","2017","Clay County","North Carolina"
"613","2015","Cleveland County","North Carolina"
"773","2016","Cleveland County","North Carolina"
"861","2017","Cleveland County","North Carolina"
"190","2015","Columbus County","North Carolina"
"241","2016","Columbus County","North Carolina"
"228","2017","Columbus County","North Carolina"
"1030","2015","Craven County","North Carolina"
"1232","2016","Craven County","North Carolina"
"1351","2017","Craven County","North Carolina"
"2757","2015","Cumberland County","North Carolina"
"3260","2016","Cumberland County","North Carolina"
"3403","2017","Cumberland County","North Carolina"
"424","2015","Currituck County","North Carolina"
"470","2016","Currituck County","North Carolina"
"460","2017","Currituck County","North Carolina"
"379","2015","Dare County","North Carolina"
"432","2016","Dare County","North Carolina"
"487","2017","Dare County","North Carolina"
"1435","2015","Davidson County","North Carolina"
"1735","2016","Davidson County","North Carolina"
"2005","2017","Davidson County","North Carolina"
"436","2015","Davie County","North Carolina"
"541","2016","Davie County","North Carolina"
"534","2017","Davie County","North Carolina"
"218","2015","Duplin County","North Carolina"
"258","2016","Duplin County","North Carolina"
"225","2017","Duplin County","North Carolina"
"3974","2015","Durham County","North Carolina"
"4525","2016","Durham County","North Carolina"
"4530","2017","Durham County","North Carolina"
"158","2015","Edgecombe County","North Carolina"
"203","2016","Edgecombe County","North Carolina"
"207","2017","Edgecombe County","North Carolina"
"3875","2015","Forsyth County","North Carolina"
"4549","2016","Forsyth County","North Carolina"
"4902","2017","Forsyth County","North Carolina"
"794","2015","Franklin County","North Carolina"
"986","2016","Franklin County","North Carolina"
"1021","2017","Franklin County","North Carolina"
"2527","2015","Gaston County","North Carolina"
"3003","2016","Gaston County","North Carolina"
"3125","2017","Gaston County","North Carolina"
"83","2015","Gates County","North Carolina"
"78","2016","Gates County","North Carolina"
"100","2017","Gates County","North Carolina"
"35","2015","Graham County","North Carolina"
"58","2016","Graham County","North Carolina"
"46","2017","Graham County","North Carolina"
"634","2015","Granville County","North Carolina"
"728","2016","Granville County","North Carolina"
"840","2017","Granville County","North Carolina"
"80","2015","Greene County","North Carolina"
"77","2016","Greene County","North Carolina"
"107","2017","Greene County","North Carolina"
"5276","2015","Guilford County","North Carolina"
"5931","2016","Guilford County","North Carolina"
"6329","2017","Guilford County","North Carolina"
"213","2015","Halifax County","North Carolina"
"201","2016","Halifax County","North Carolina"
"230","2017","Halifax County","North Carolina"
"1597","2015","Harnett County","North Carolina"
"1801","2016","Harnett County","North Carolina"
"2030","2017","Harnett County","North Carolina"
"585","2015","Haywood County","North Carolina"
"704","2016","Haywood County","North Carolina"
"819","2017","Haywood County","North Carolina"
"1575","2015","Henderson County","North Carolina"
"1751","2016","Henderson County","North Carolina"
"1668","2017","Henderson County","North Carolina"
"99","2015","Hertford County","North Carolina"
"93","2016","Hertford County","North Carolina"
"97","2017","Hertford County","North Carolina"
"653","2015","Hoke County","North Carolina"
"769","2016","Hoke County","North Carolina"
"843","2017","Hoke County","North Carolina"
"14","2015","Hyde County","North Carolina"
"21","2016","Hyde County","North Carolina"
"20","2017","Hyde County","North Carolina"
"2554","2015","Iredell County","North Carolina"
"2870","2016","Iredell County","North Carolina"
"2897","2017","Iredell County","North Carolina"
"258","2015","Jackson County","North Carolina"
"338","2016","Jackson County","North Carolina"
"336","2017","Jackson County","North Carolina"
"2917","2015","Johnston County","North Carolina"
"3598","2016","Johnston County","North Carolina"
"3963","2017","Johnston County","North Carolina"
"58","2015","Jones County","North Carolina"
"64","2016","Jones County","North Carolina"
"76","2017","Jones County","North Carolina"
"554","2015","Lee County","North Carolina"
"568","2016","Lee County","North Carolina"
"644","2017","Lee County","North Carolina"
"252","2015","Lenoir County","North Carolina"
"295","2016","Lenoir County","North Carolina"
"290","2017","Lenoir County","North Carolina"
"1079","2015","Lincoln County","North Carolina"
"1280","2016","Lincoln County","North Carolina"
"1468","2017","Lincoln County","North Carolina"
"246","2015","Macon County","North Carolina"
"366","2016","Macon County","North Carolina"
"416","2017","Macon County","North Carolina"
"161","2015","Madison County","North Carolina"
"201","2016","Madison County","North Carolina"
"189","2017","Madison County","North Carolina"
"96","2015","Martin County","North Carolina"
"106","2016","Martin County","North Carolina"
"128","2017","Martin County","North Carolina"
"337","2015","McDowell County","North Carolina"
"372","2016","McDowell County","North Carolina"
"401","2017","McDowell County","North Carolina"
"15831","2015","Mecklenburg County","North Carolina"
"17485","2016","Mecklenburg County","North Carolina"
"17987","2017","Mecklenburg County","North Carolina"
"86","2015","Mitchell County","North Carolina"
"95","2016","Mitchell County","North Carolina"
"123","2017","Mitchell County","North Carolina"
"155","2015","Montgomery County","North Carolina"
"160","2016","Montgomery County","North Carolina"
"173","2017","Montgomery County","North Carolina"
"1379","2015","Moore County","North Carolina"
"1621","2016","Moore County","North Carolina"
"1791","2017","Moore County","North Carolina"
"660","2015","Nash County","North Carolina"
"744","2016","Nash County","North Carolina"
"835","2017","Nash County","North Carolina"
"3012","2015","New Hanover County","North Carolina"
"3412","2016","New Hanover County","North Carolina"
"3621","2017","New Hanover County","North Carolina"
"71","2015","Northampton County","North Carolina"
"86","2016","Northampton County","North Carolina"
"86","2017","Northampton County","North Carolina"
"2432","2015","Onslow County","North Carolina"
"2593","2016","Onslow County","North Carolina"
"3170","2017","Onslow County","North Carolina"
"1530","2015","Orange County","North Carolina"
"1753","2016","Orange County","North Carolina"
"1625","2017","Orange County","North Carolina"
"85","2015","Pamlico County","North Carolina"
"84","2016","Pamlico County","North Carolina"
"101","2017","Pamlico County","North Carolina"
"342","2015","Pasquotank County","North Carolina"
"389","2016","Pasquotank County","North Carolina"
"404","2017","Pasquotank County","North Carolina"
"910","2015","Pender County","North Carolina"
"1098","2016","Pender County","North Carolina"
"1099","2017","Pender County","North Carolina"
"90","2015","Perquimans County","North Carolina"
"95","2016","Perquimans County","North Carolina"
"128","2017","Perquimans County","North Carolina"
"286","2015","Person County","North Carolina"
"359","2016","Person County","North Carolina"
"373","2017","Person County","North Carolina"
"1466","2015","Pitt County","North Carolina"
"1759","2016","Pitt County","North Carolina"
"1856","2017","Pitt County","North Carolina"
"141","2015","Polk County","North Carolina"
"190","2016","Polk County","North Carolina"
"174","2017","Polk County","North Carolina"
"1023","2015","Randolph County","North Carolina"
"1257","2016","Randolph County","North Carolina"
"1408","2017","Randolph County","North Carolina"
"215","2015","Richmond County","North Carolina"
"275","2016","Richmond County","North Carolina"
"265","2017","Richmond County","North Carolina"
"379","2015","Robeson County","North Carolina"
"441","2016","Robeson County","North Carolina"
"516","2017","Robeson County","North Carolina"
"619","2015","Rockingham County","North Carolina"
"732","2016","Rockingham County","North Carolina"
"748","2017","Rockingham County","North Carolina"
"1104","2015","Rowan County","North Carolina"
"1349","2016","Rowan County","North Carolina"
"1521","2017","Rowan County","North Carolina"
"424","2015","Rutherford County","North Carolina"
"506","2016","Rutherford County","North Carolina"
"587","2017","Rutherford County","North Carolina"
"279","2015","Sampson County","North Carolina"
"348","2016","Sampson County","North Carolina"
"326","2017","Sampson County","North Carolina"
"169","2015","Scotland County","North Carolina"
"153","2016","Scotland County","North Carolina"
"151","2017","Scotland County","North Carolina"
"531","2015","Stanly County","North Carolina"
"670","2016","Stanly County","North Carolina"
"772","2017","Stanly County","North Carolina"
"361","2015","Stokes County","North Carolina"
"366","2016","Stokes County","North Carolina"
"377","2017","Stokes County","North Carolina"
"456","2015","Surry County","North Carolina"
"529","2016","Surry County","North Carolina"
"565","2017","Surry County","North Carolina"
"78","2015","Swain County","North Carolina"
"83","2016","Swain County","North Carolina"
"102","2017","Swain County","North Carolina"
"292","2015","Transylvania County","North Carolina"
"338","2016","Transylvania County","North Carolina"
"338","2017","Transylvania County","North Carolina"
"17","2015","Tyrrell County","North Carolina"
"22","2016","Tyrrell County","North Carolina"
"18","2017","Tyrrell County","North Carolina"
"3674","2015","Union County","North Carolina"
"4203","2016","Union County","North Carolina"
"4061","2017","Union County","North Carolina"
"146","2015","Vance County","North Carolina"
"159","2016","Vance County","North Carolina"
"226","2017","Vance County","North Carolina"
"17327","2015","Wake County","North Carolina"
"18945","2016","Wake County","North Carolina"
"19080","2017","Wake County","North Carolina"
"81","2015","Warren County","North Carolina"
"92","2016","Warren County","North Carolina"
"113","2017","Warren County","North Carolina"
"36","2015","Washington County","North Carolina"
"56","2016","Washington County","North Carolina"
"39","2017","Washington County","North Carolina"
"316","2015","Watauga County","North Carolina"
"381","2016","Watauga County","North Carolina"
"382","2017","Watauga County","North Carolina"
"881","2015","Wayne County","North Carolina"
"966","2016","Wayne County","North Carolina"
"1091","2017","Wayne County","North Carolina"
"491","2015","Wilkes County","North Carolina"
"470","2016","Wilkes County","North Carolina"
"548","2017","Wilkes County","North Carolina"
"499","2015","Wilson County","North Carolina"
"628","2016","Wilson County","North Carolina"
"670","2017","Wilson County","North Carolina"
"198","2015","Yadkin County","North Carolina"
"259","2016","Yadkin County","North Carolina"
"275","2017","Yadkin County","North Carolina"
"130","2015","Yancey County","North Carolina"
"139","2016","Yancey County","North Carolina"
"181","2017","Yancey County","North Carolina"
"1","2015","","North Dakota"
"1","2016","","North Dakota"
"9","2015","Adams County","North Dakota"
"15","2016","Adams County","North Dakota"
"18","2017","Adams County","North Dakota"
"92","2015","Barnes County","North Dakota"
"66","2016","Barnes County","North Dakota"
"88","2017","Barnes County","North Dakota"
"11","2015","Benson County","North Dakota"
"7","2016","Benson County","North Dakota"
"14","2017","Benson County","North Dakota"
"4","2015","Billings County","North Dakota"
"3","2016","Billings County","North Dakota"
"11","2017","Billings County","North Dakota"
"45","2015","Bottineau County","North Dakota"
"30","2016","Bottineau County","North Dakota"
"33","2017","Bottineau County","North Dakota"
"27","2015","Bowman County","North Dakota"
"20","2016","Bowman County","North Dakota"
"20","2017","Bowman County","North Dakota"
"17","2015","Burke County","North Dakota"
"16","2016","Burke County","North Dakota"
"8","2017","Burke County","North Dakota"
"1547","2015","Burleigh County","North Dakota"
"1509","2016","Burleigh County","North Dakota"
"1409","2017","Burleigh County","North Dakota"
"2630","2015","Cass County","North Dakota"
"2697","2016","Cass County","North Dakota"
"2573","2017","Cass County","North Dakota"
"28","2015","Cavalier County","North Dakota"
"24","2016","Cavalier County","North Dakota"
"20","2017","Cavalier County","North Dakota"
"45","2015","Dickey County","North Dakota"
"30","2016","Dickey County","North Dakota"
"30","2017","Dickey County","North Dakota"
"9","2015","Divide County","North Dakota"
"15","2016","Divide County","North Dakota"
"12","2017","Divide County","North Dakota"
"40","2015","Dunn County","North Dakota"
"26","2016","Dunn County","North Dakota"
"26","2017","Dunn County","North Dakota"
"14","2015","Eddy County","North Dakota"
"15","2016","Eddy County","North Dakota"
"15","2017","Eddy County","North Dakota"
"20","2015","Emmons County","North Dakota"
"15","2016","Emmons County","North Dakota"
"11","2017","Emmons County","North Dakota"
"18","2015","Foster County","North Dakota"
"26","2016","Foster County","North Dakota"
"19","2017","Foster County","North Dakota"
"14","2015","Golden Valley County","North Dakota"
"11","2016","Golden Valley County","North Dakota"
"7","2017","Golden Valley County","North Dakota"
"787","2015","Grand Forks County","North Dakota"
"856","2016","Grand Forks County","North Dakota"
"752","2017","Grand Forks County","North Dakota"
"14","2015","Grant County","North Dakota"
"16","2016","Grant County","North Dakota"
"10","2017","Grant County","North Dakota"
"13","2015","Griggs County","North Dakota"
"7","2016","Griggs County","North Dakota"
"16","2017","Griggs County","North Dakota"
"17","2015","Hettinger County","North Dakota"
"7","2016","Hettinger County","North Dakota"
"15","2017","Hettinger County","North Dakota"
"16","2015","Kidder County","North Dakota"
"16","2016","Kidder County","North Dakota"
"17","2017","Kidder County","North Dakota"
"16","2015","LaMoure County","North Dakota"
"10","2016","LaMoure County","North Dakota"
"17","2017","LaMoure County","North Dakota"
"4","2015","Logan County","North Dakota"
"6","2016","Logan County","North Dakota"
"6","2017","Logan County","North Dakota"
"49","2015","McHenry County","North Dakota"
"30","2016","McHenry County","North Dakota"
"23","2017","McHenry County","North Dakota"
"10","2015","McIntosh County","North Dakota"
"5","2016","McIntosh County","North Dakota"
"6","2017","McIntosh County","North Dakota"
"130","2015","McKenzie County","North Dakota"
"115","2016","McKenzie County","North Dakota"
"135","2017","McKenzie County","North Dakota"
"92","2015","McLean County","North Dakota"
"92","2016","McLean County","North Dakota"
"80","2017","McLean County","North Dakota"
"78","2015","Mercer County","North Dakota"
"77","2016","Mercer County","North Dakota"
"73","2017","Mercer County","North Dakota"
"492","2015","Morton County","North Dakota"
"475","2016","Morton County","North Dakota"
"449","2017","Morton County","North Dakota"
"62","2015","Mountrail County","North Dakota"
"45","2016","Mountrail County","North Dakota"
"72","2017","Mountrail County","North Dakota"
"14","2015","Nelson County","North Dakota"
"15","2016","Nelson County","North Dakota"
"9","2017","Nelson County","North Dakota"
"20","2015","Oliver County","North Dakota"
"13","2016","Oliver County","North Dakota"
"15","2017","Oliver County","North Dakota"
"37","2015","Pembina County","North Dakota"
"37","2016","Pembina County","North Dakota"
"46","2017","Pembina County","North Dakota"
"29","2015","Pierce County","North Dakota"
"23","2016","Pierce County","North Dakota"
"23","2017","Pierce County","North Dakota"
"99","2015","Ramsey County","North Dakota"
"96","2016","Ramsey County","North Dakota"
"81","2017","Ramsey County","North Dakota"
"42","2015","Ransom County","North Dakota"
"44","2016","Ransom County","North Dakota"
"26","2017","Ransom County","North Dakota"
"28","2015","Renville County","North Dakota"
"11","2016","Renville County","North Dakota"
"13","2017","Renville County","North Dakota"
"154","2015","Richland County","North Dakota"
"137","2016","Richland County","North Dakota"
"169","2017","Richland County","North Dakota"
"27","2015","Rolette County","North Dakota"
"29","2016","Rolette County","North Dakota"
"18","2017","Rolette County","North Dakota"
"43","2015","Sargent County","North Dakota"
"40","2016","Sargent County","North Dakota"
"25","2017","Sargent County","North Dakota"
"1","2015","Sheridan County","North Dakota"
"6","2016","Sheridan County","North Dakota"
"4","2017","Sheridan County","North Dakota"
"3","2016","Sioux County","North Dakota"
"1","2017","Sioux County","North Dakota"
"1","2016","Slope County","North Dakota"
"520","2015","Stark County","North Dakota"
"385","2016","Stark County","North Dakota"
"440","2017","Stark County","North Dakota"
"12","2015","Steele County","North Dakota"
"18","2016","Steele County","North Dakota"
"6","2017","Steele County","North Dakota"
"167","2015","Stutsman County","North Dakota"
"184","2016","Stutsman County","North Dakota"
"194","2017","Stutsman County","North Dakota"
"7","2015","Towner County","North Dakota"
"9","2016","Towner County","North Dakota"
"12","2017","Towner County","North Dakota"
"101","2015","Traill County","North Dakota"
"75","2016","Traill County","North Dakota"
"69","2017","Traill County","North Dakota"
"58","2015","Walsh County","North Dakota"
"57","2016","Walsh County","North Dakota"
"56","2017","Walsh County","North Dakota"
"886","2015","Ward County","North Dakota"
"778","2016","Ward County","North Dakota"
"735","2017","Ward County","North Dakota"
"32","2015","Wells County","North Dakota"
"22","2016","Wells County","North Dakota"
"18","2017","Wells County","North Dakota"
"476","2015","Williams County","North Dakota"
"352","2016","Williams County","North Dakota"
"438","2017","Williams County","North Dakota"
"37","2015","","Ohio"
"27","2016","","Ohio"
"12","2017","","Ohio"
"140","2015","Adams County","Ohio"
"156","2016","Adams County","Ohio"
"155","2017","Adams County","Ohio"
"799","2015","Allen County","Ohio"
"1001","2016","Allen County","Ohio"
"1038","2017","Allen County","Ohio"
"465","2015","Ashland County","Ohio"
"564","2016","Ashland County","Ohio"
"545","2017","Ashland County","Ohio"
"678","2015","Ashtabula County","Ohio"
"724","2016","Ashtabula County","Ohio"
"776","2017","Ashtabula County","Ohio"
"189","2015","Athens County","Ohio"
"244","2016","Athens County","Ohio"
"271","2017","Athens County","Ohio"
"360","2015","Auglaize County","Ohio"
"490","2016","Auglaize County","Ohio"
"483","2017","Auglaize County","Ohio"
"478","2015","Belmont County","Ohio"
"480","2016","Belmont County","Ohio"
"476","2017","Belmont County","Ohio"
"353","2015","Brown County","Ohio"
"447","2016","Brown County","Ohio"
"506","2017","Brown County","Ohio"
"4015","2015","Butler County","Ohio"
"4514","2016","Butler County","Ohio"
"4915","2017","Butler County","Ohio"
"179","2015","Carroll County","Ohio"
"199","2016","Carroll County","Ohio"
"214","2017","Carroll County","Ohio"
"393","2015","Champaign County","Ohio"
"369","2016","Champaign County","Ohio"
"385","2017","Champaign County","Ohio"
"1154","2015","Clark County","Ohio"
"1293","2016","Clark County","Ohio"
"1391","2017","Clark County","Ohio"
"2633","2015","Clermont County","Ohio"
"2866","2016","Clermont County","Ohio"
"3166","2017","Clermont County","Ohio"
"383","2015","Clinton County","Ohio"
"421","2016","Clinton County","Ohio"
"501","2017","Clinton County","Ohio"
"702","2015","Columbiana County","Ohio"
"764","2016","Columbiana County","Ohio"
"850","2017","Columbiana County","Ohio"
"192","2015","Coshocton County","Ohio"
"224","2016","Coshocton County","Ohio"
"230","2017","Coshocton County","Ohio"
"239","2015","Crawford County","Ohio"
"285","2016","Crawford County","Ohio"
"276","2017","Crawford County","Ohio"
"10154","2015","Cuyahoga County","Ohio"
"12009","2016","Cuyahoga County","Ohio"
"12821","2017","Cuyahoga County","Ohio"
"420","2015","Darke County","Ohio"
"463","2016","Darke County","Ohio"
"521","2017","Darke County","Ohio"
"307","2015","Defiance County","Ohio"
"412","2016","Defiance County","Ohio"
"374","2017","Defiance County","Ohio"
"3581","2015","Delaware County","Ohio"
"3966","2016","Delaware County","Ohio"
"3946","2017","Delaware County","Ohio"
"566","2015","Erie County","Ohio"
"714","2016","Erie County","Ohio"
"760","2017","Erie County","Ohio"
"1945","2015","Fairfield County","Ohio"
"2342","2016","Fairfield County","Ohio"
"2467","2017","Fairfield County","Ohio"
"243","2015","Fayette County","Ohio"
"279","2016","Fayette County","Ohio"
"314","2017","Fayette County","Ohio"
"14847","2015","Franklin County","Ohio"
"16378","2016","Franklin County","Ohio"
